feedback_id,case_id,contact_id,dealer_id,vehicle_id,survey_date_key,csat_score,nps_score,comment_text
FDB-00280,CASE-00715,CON-04867,DLR-11,VHL-009,20240602,4,8,Satisfied but communication could improve
FDB-00281,CASE-00717,CON-05302,DLR-01,VHL-036,20230114,3,7,Average experience
FDB-00282,CASE-00720,CON-01693,DLR-03,VHL-028,20231227,5,9,Quick resolution and good communication
FDB-00283,CASE-00723,CON-03858,DLR-06,VHL-016,20230207,3,5,Average experience
FDB-00284,CASE-00725,CON-03835,DLR-08,VHL-022,20230502,3,7,Problem solved but took longer than expected
FDB-00285,CASE-00728,CON-02132,DLR-01,VHL-031,20230618,4,8,Good overall service
FDB-00286,CASE-00729,CON-03975,DLR-12,VHL-036,20230915,2,3,Issue was not resolved properly the first time
FDB-00287,CASE-00731,CON-00630,DLR-03,VHL-027,20240709,4,7,Issue solved with minor delays
FDB-00288,CASE-00733,CON-05391,DLR-05,VHL-039,20231128,5,10,Excellent support from the service team
FDB-00289,CASE-00737,CON-02942,DLR-10,VHL-009,20241019,4,8,Satisfied but communication could improve
FDB-00290,CASE-00739,CON-04058,DLR-12,VHL-010,20240415,4,7,Good overall service
FDB-00291,CASE-00740,CON-05606,DLR-03,VHL-009,20231214,4,7,Satisfied but communication could improve
FDB-00292,CASE-00741,CON-03481,DLR-02,VHL-033,20230129,4,9,Satisfied but communication could improve
FDB-00293,CASE-00745,CON-03988,DLR-11,VHL-039,20240517,4,9,Satisfied but communication could improve
FDB-00294,CASE-00748,CON-01249,DLR-02,VHL-011,20231101,5,10,Quick resolution and good communication
FDB-00295,CASE-00749,CON-00418,DLR-10,VHL-026,20230527,4,7,Issue solved with minor delays
FDB-00296,CASE-00753,CON-04815,DLR-09,VHL-015,20231115,4,7,Issue solved with minor delays
FDB-00297,CASE-00755,CON-05465,DLR-12,VHL-006,20230530,5,10,Very smooth service experience
FDB-00298,CASE-00758,CON-02192,DLR-01,VHL-036,20230913,4,8,Issue solved with minor delays
FDB-00299,CASE-00766,CON-03294,DLR-05,VHL-027,20240929,3,6,Average experience
FDB-00300,CASE-00772,CON-04634,DLR-04,VHL-038,20230902,4,8,Good overall service
FDB-00301,CASE-00773,CON-05509,DLR-12,VHL-037,20240722,4,8,Issue solved with minor delays
FDB-00302,CASE-00776,CON-05645,DLR-07,VHL-029,20240101,4,9,Issue solved with minor delays
FDB-00303,CASE-00778,CON-03348,DLR-02,VHL-039,20241031,5,10,Excellent support from the service team
FDB-00304,CASE-00780,CON-00018,DLR-12,VHL-032,20230514,4,7,Satisfied but communication could improve
FDB-00305,CASE-00782,CON-00732,DLR-03,VHL-021,20240430,4,9,Satisfied but communication could improve
FDB-00306,CASE-00784,CON-04583,DLR-02,VHL-042,20240209,4,8,Good overall service
FDB-00307,CASE-00786,CON-02625,DLR-09,VHL-039,20231121,4,8,Satisfied but communication could improve
FDB-00308,CASE-00787,CON-03130,DLR-09,VHL-021,20230115,4,8,Good overall service
FDB-00309,CASE-00788,CON-01387,DLR-07,VHL-044,20230420,5,9,Quick resolution and good communication
FDB-00310,CASE-00796,CON-05204,DLR-11,VHL-022,20230814,4,7,Issue solved with minor delays
FDB-00311,CASE-00797,CON-05668,DLR-06,VHL-002,20241205,4,9,Issue solved with minor delays
FDB-00312,CASE-00800,CON-00077,DLR-04,VHL-029,20231202,5,9,Very smooth service experience
FDB-00313,CASE-00801,CON-01812,DLR-11,VHL-020,20240812,4,8,Satisfied but communication could improve
FDB-00314,CASE-00805,CON-00425,DLR-11,VHL-042,20231105,5,9,Excellent support from the service team
FDB-00315,CASE-00806,CON-00385,DLR-01,VHL-015,20230919,5,9,Very smooth service experience
FDB-00316,CASE-00807,CON-05649,DLR-12,VHL-015,20240805,4,8,Satisfied but communication could improve
FDB-00317,CASE-00809,CON-00598,DLR-09,VHL-016,20240818,5,9,Quick resolution and good communication
FDB-00318,CASE-00816,CON-02529,DLR-03,VHL-031,20240716,4,7,Issue solved with minor delays
FDB-00319,CASE-00818,CON-05668,DLR-08,VHL-045,20230518,4,8,Satisfied but communication could improve
FDB-00320,CASE-00821,CON-03608,DLR-03,VHL-019,20240205,4,7,Satisfied but communication could improve
FDB-00321,CASE-00823,CON-03105,DLR-11,VHL-009,20230317,3,5,Service was acceptable
FDB-00322,CASE-00824,CON-04317,DLR-11,VHL-011,20240807,4,7,Satisfied but communication could improve
FDB-00323,CASE-00825,CON-03066,DLR-07,VHL-045,20230518,4,7,Good overall service
FDB-00324,CASE-00828,CON-04251,DLR-06,VHL-032,20240629,5,9,Very smooth service experience
FDB-00325,CASE-00829,CON-05323,DLR-11,VHL-038,20240224,4,9,Good overall service
FDB-00326,CASE-00831,CON-03696,DLR-06,VHL-028,20240110,3,7,Problem solved but took longer than expected
FDB-00327,CASE-00834,CON-05781,DLR-05,VHL-013,20240710,3,6,Problem solved but took longer than expected
FDB-00328,CASE-00835,CON-03324,DLR-06,VHL-026,20230805,5,10,Quick resolution and good communication
FDB-00329,CASE-00836,CON-01720,DLR-04,VHL-015,20240921,5,9,Very smooth service experience
FDB-00330,CASE-00840,CON-04702,DLR-10,VHL-039,20240404,4,7,Issue solved with minor delays
FDB-00331,CASE-00842,CON-01687,DLR-07,VHL-019,20230524,4,8,Issue solved with minor delays
FDB-00332,CASE-00845,CON-00525,DLR-03,VHL-029,20230529,4,7,Good overall service
FDB-00333,CASE-00849,CON-00994,DLR-07,VHL-036,20241024,4,7,Issue solved with minor delays
FDB-00334,CASE-00850,CON-00600,DLR-08,VHL-002,20240105,4,7,Satisfied but communication could improve
FDB-00335,CASE-00853,CON-00636,DLR-07,VHL-011,20240123,5,10,Excellent support from the service team
FDB-00336,CASE-00858,CON-03506,DLR-09,VHL-026,20230529,4,7,Issue solved with minor delays
FDB-00337,CASE-00859,CON-05391,DLR-04,VHL-005,20230602,4,8,Satisfied but communication could improve
FDB-00338,CASE-00862,CON-03678,DLR-10,VHL-038,20230828,4,9,Satisfied but communication could improve
FDB-00339,CASE-00867,CON-00574,DLR-02,VHL-032,20240401,3,6,Problem solved but took longer than expected
FDB-00340,CASE-00868,CON-04157,DLR-04,VHL-016,20240727,4,7,Good overall service
FDB-00341,CASE-00875,CON-05202,DLR-12,VHL-032,20230911,4,8,Satisfied but communication could improve
FDB-00342,CASE-00876,CON-05789,DLR-06,VHL-041,20231215,4,8,Issue solved with minor delays
FDB-00343,CASE-00879,CON-00896,DLR-07,VHL-006,20230807,3,5,Service was acceptable
FDB-00344,CASE-00882,CON-01647,DLR-04,VHL-012,20231123,4,7,Good overall service
FDB-00345,CASE-00884,CON-00501,DLR-02,VHL-001,20231226,4,7,Issue solved with minor delays
FDB-00346,CASE-00887,CON-03292,DLR-08,VHL-045,20230310,4,8,Good overall service
FDB-00347,CASE-00888,CON-03703,DLR-04,VHL-024,20241123,3,7,Average experience
FDB-00348,CASE-00890,CON-00667,DLR-12,VHL-040,20231220,2,2,Needed multiple follow-ups to get help
FDB-00349,CASE-00893,CON-05734,DLR-03,VHL-043,20230624,4,9,Issue solved with minor delays
FDB-00350,CASE-00901,CON-04056,DLR-11,VHL-014,20240222,3,6,Average experience
FDB-00351,CASE-00903,CON-04489,DLR-03,VHL-002,20240427,3,5,Service was acceptable
FDB-00352,CASE-00904,CON-05705,DLR-05,VHL-019,20240119,5,9,Excellent support from the service team
FDB-00353,CASE-00907,CON-01379,DLR-07,VHL-044,20241122,5,9,Quick resolution and good communication
FDB-00354,CASE-00909,CON-05395,DLR-12,VHL-043,20230928,4,8,Good overall service
FDB-00355,CASE-00910,CON-00677,DLR-02,VHL-008,20230922,4,8,Issue solved with minor delays
FDB-00356,CASE-00913,CON-01017,DLR-12,VHL-042,20240227,2,2,Service delay caused frustration
FDB-00357,CASE-00914,CON-02575,DLR-09,VHL-029,20230509,4,7,Satisfied but communication could improve
FDB-00358,CASE-00927,CON-03840,DLR-08,VHL-023,20231128,4,7,Satisfied but communication could improve
FDB-00359,CASE-00928,CON-02504,DLR-11,VHL-006,20230613,4,8,Satisfied but communication could improve
FDB-00360,CASE-00929,CON-00693,DLR-10,VHL-004,20230305,2,4,Service delay caused frustration
FDB-00361,CASE-00930,CON-03930,DLR-12,VHL-009,20240506,3,6,Service was acceptable
FDB-00362,CASE-00932,CON-04991,DLR-09,VHL-044,20241231,4,7,Good overall service
FDB-00363,CASE-00935,CON-02498,DLR-07,VHL-014,20240403,3,5,Service was acceptable
FDB-00364,CASE-00941,CON-03450,DLR-05,VHL-008,20240429,3,5,Average experience
FDB-00365,CASE-00947,CON-02754,DLR-04,VHL-015,20240404,5,9,Very smooth service experience
FDB-00366,CASE-00948,CON-02024,DLR-06,VHL-027,20230722,4,8,Issue solved with minor delays
FDB-00367,CASE-00950,CON-02954,DLR-03,VHL-022,20240511,4,8,Satisfied but communication could improve
FDB-00368,CASE-00951,CON-00715,DLR-10,VHL-025,20230715,4,9,Good overall service
FDB-00369,CASE-00952,CON-00809,DLR-12,VHL-029,20230518,4,9,Satisfied but communication could improve
FDB-00370,CASE-00957,CON-01785,DLR-03,VHL-037,20230512,4,7,Good overall service
FDB-00371,CASE-00960,CON-02659,DLR-10,VHL-024,20230907,4,9,Satisfied but communication could improve
FDB-00372,CASE-00962,CON-05638,DLR-10,VHL-007,20240926,4,9,Issue solved with minor delays
FDB-00373,CASE-00967,CON-01083,DLR-11,VHL-003,20240829,4,7,Satisfied but communication could improve
FDB-00374,CASE-00968,CON-02773,DLR-02,VHL-035,20230112,5,10,Excellent support from the service team
FDB-00375,CASE-00971,CON-04029,DLR-12,VHL-008,20231012,4,8,Satisfied but communication could improve
FDB-00376,CASE-00972,CON-04953,DLR-02,VHL-003,20230919,4,8,Satisfied but communication could improve
FDB-00377,CASE-00975,CON-01186,DLR-12,VHL-018,20231107,5,10,Very smooth service experience
FDB-00378,CASE-00976,CON-05216,DLR-07,VHL-039,20231217,3,6,Service was acceptable
FDB-00379,CASE-00977,CON-03151,DLR-09,VHL-015,20231228,5,10,Very smooth service experience
FDB-00380,CASE-00979,CON-03772,DLR-03,VHL-019,20230911,2,2,Needed multiple follow-ups to get help
FDB-00381,CASE-00982,CON-01227,DLR-10,VHL-027,20230221,2,4,Service delay caused frustration
FDB-00382,CASE-00986,CON-00633,DLR-09,VHL-039,20240630,4,7,Satisfied but communication could improve
FDB-00383,CASE-00990,CON-01597,DLR-07,VHL-033,20240630,2,3,Service delay caused frustration
FDB-00384,CASE-00991,CON-00828,DLR-12,VHL-033,20231023,4,8,Issue solved with minor delays
FDB-00385,CASE-00993,CON-01320,DLR-11,VHL-010,20240805,4,9,Issue solved with minor delays
FDB-00386,CASE-00995,CON-00615,DLR-10,VHL-039,20230530,4,7,Satisfied but communication could improve
FDB-00387,CASE-00996,CON-00771,DLR-02,VHL-032,20230807,4,7,Good overall service
FDB-00388,CASE-00997,CON-02114,DLR-03,VHL-030,20230301,5,9,Very smooth service experience
FDB-00389,CASE-00998,CON-03285,DLR-06,VHL-019,20231223,5,10,Excellent support from the service team
FDB-00390,CASE-01005,CON-03319,DLR-02,VHL-018,20230226,3,5,Service was acceptable
FDB-00391,CASE-01009,CON-04092,DLR-08,VHL-010,20230109,3,6,Problem solved but took longer than expected
FDB-00392,CASE-01011,CON-02852,DLR-07,VHL-014,20230429,4,7,Good overall service
FDB-00393,CASE-01012,CON-05729,DLR-09,VHL-008,20241014,3,6,Service was acceptable
FDB-00394,CASE-01014,CON-03584,DLR-12,VHL-044,20240909,4,7,Good overall service
FDB-00395,CASE-01019,CON-00128,DLR-07,VHL-003,20230625,5,9,Excellent support from the service team
FDB-00396,CASE-01021,CON-03303,DLR-12,VHL-012,20240408,4,7,Issue solved with minor delays
FDB-00397,CASE-01024,CON-01817,DLR-04,VHL-042,20230916,2,5,Issue was not resolved properly the first time
FDB-00398,CASE-01025,CON-05140,DLR-02,VHL-010,20230203,5,9,Quick resolution and good communication
FDB-00399,CASE-01027,CON-00626,DLR-08,VHL-041,20231028,4,9,Good overall service
FDB-00400,CASE-01028,CON-05404,DLR-01,VHL-012,20230509,5,10,Excellent support from the service team
FDB-00401,CASE-01029,CON-00042,DLR-10,VHL-035,20241231,3,5,Service was acceptable
FDB-00402,CASE-01035,CON-04808,DLR-09,VHL-017,20230121,4,8,Good overall service
FDB-00403,CASE-01045,CON-00041,DLR-06,VHL-035,20241018,4,7,Good overall service
FDB-00404,CASE-01051,CON-01066,DLR-09,VHL-007,20230421,4,8,Satisfied but communication could improve
FDB-00405,CASE-01057,CON-03211,DLR-12,VHL-026,20241004,3,6,Service was acceptable
FDB-00406,CASE-01061,CON-00371,DLR-08,VHL-008,20240926,3,6,Service was acceptable
FDB-00407,CASE-01062,CON-02496,DLR-02,VHL-007,20230415,4,7,Issue solved with minor delays
FDB-00408,CASE-01063,CON-02889,DLR-08,VHL-001,20230702,3,6,Average experience
FDB-00409,CASE-01069,CON-05579,DLR-03,VHL-030,20241106,4,7,Good overall service
FDB-00410,CASE-01082,CON-01254,DLR-02,VHL-001,20230524,4,8,Good overall service
FDB-00411,CASE-01083,CON-00998,DLR-07,VHL-004,20240105,3,5,Problem solved but took longer than expected
FDB-00412,CASE-01092,CON-01899,DLR-01,VHL-011,20230214,4,8,Satisfied but communication could improve
FDB-00413,CASE-01098,CON-03881,DLR-04,VHL-037,20230516,3,5,Service was acceptable
FDB-00414,CASE-01099,CON-04663,DLR-07,VHL-005,20231106,5,10,Excellent support from the service team
FDB-00415,CASE-01100,CON-03199,DLR-05,VHL-017,20230115,4,8,Good overall service
FDB-00416,CASE-01102,CON-00246,DLR-05,VHL-042,20241102,4,8,Issue solved with minor delays
FDB-00417,CASE-01103,CON-05435,DLR-12,VHL-022,20240208,4,8,Satisfied but communication could improve
FDB-00418,CASE-01104,CON-04901,DLR-02,VHL-027,20230128,4,7,Satisfied but communication could improve
FDB-00419,CASE-01105,CON-04159,DLR-01,VHL-032,20230128,5,9,Very smooth service experience
FDB-00420,CASE-01108,CON-02811,DLR-06,VHL-013,20241018,4,8,Good overall service
FDB-00421,CASE-01111,CON-04055,DLR-09,VHL-014,20230223,4,8,Issue solved with minor delays
FDB-00422,CASE-01113,CON-03984,DLR-12,VHL-040,20241017,4,9,Issue solved with minor delays
FDB-00423,CASE-01114,CON-00294,DLR-12,VHL-010,20230327,4,7,Good overall service
FDB-00424,CASE-01116,CON-00364,DLR-07,VHL-029,20240918,5,10,Very smooth service experience
FDB-00425,CASE-01118,CON-00895,DLR-07,VHL-004,20231110,5,10,Very smooth service experience
FDB-00426,CASE-01120,CON-02048,DLR-05,VHL-006,20240731,5,10,Quick resolution and good communication
FDB-00427,CASE-01121,CON-00102,DLR-11,VHL-039,20240427,2,4,Needed multiple follow-ups to get help
FDB-00428,CASE-01123,CON-02573,DLR-10,VHL-036,20230718,5,10,Very smooth service experience
FDB-00429,CASE-01125,CON-00499,DLR-12,VHL-015,20230127,4,8,Satisfied but communication could improve
FDB-00430,CASE-01131,CON-04492,DLR-10,VHL-041,20240213,2,2,Resolution took too long
FDB-00431,CASE-01135,CON-02007,DLR-03,VHL-035,20240822,3,5,Problem solved but took longer than expected
FDB-00432,CASE-01138,CON-00599,DLR-12,VHL-011,20231109,3,7,Problem solved but took longer than expected
FDB-00433,CASE-01141,CON-00687,DLR-10,VHL-033,20230514,4,8,Good overall service
FDB-00434,CASE-01145,CON-01388,DLR-08,VHL-015,20230715,4,7,Issue solved with minor delays
FDB-00435,CASE-01148,CON-03641,DLR-12,VHL-008,20230319,5,10,Very smooth service experience
FDB-00436,CASE-01149,CON-00610,DLR-02,VHL-015,20241208,4,7,Good overall service
FDB-00437,CASE-01150,CON-00823,DLR-01,VHL-028,20240518,5,9,Quick resolution and good communication
FDB-00438,CASE-01151,CON-00066,DLR-11,VHL-041,20230127,2,4,Needed multiple follow-ups to get help
FDB-00439,CASE-01155,CON-01794,DLR-05,VHL-007,20240129,2,2,Resolution took too long
FDB-00440,CASE-01173,CON-00861,DLR-12,VHL-006,20240110,4,8,Satisfied but communication could improve
FDB-00441,CASE-01174,CON-00320,DLR-08,VHL-008,20230429,4,8,Good overall service
FDB-00442,CASE-01175,CON-00964,DLR-01,VHL-019,20231030,3,6,Average experience
FDB-00443,CASE-01181,CON-02294,DLR-12,VHL-014,20230422,3,5,Problem solved but took longer than expected
FDB-00444,CASE-01183,CON-01201,DLR-02,VHL-040,20241223,4,8,Issue solved with minor delays
FDB-00445,CASE-01189,CON-04971,DLR-09,VHL-001,20241027,3,5,Average experience
FDB-00446,CASE-01191,CON-00237,DLR-01,VHL-024,20240811,4,9,Issue solved with minor delays
FDB-00447,CASE-01192,CON-05223,DLR-01,VHL-029,20240911,4,8,Good overall service
FDB-00448,CASE-01201,CON-02842,DLR-12,VHL-028,20230531,4,8,Satisfied but communication could improve
FDB-00449,CASE-01203,CON-02646,DLR-08,VHL-038,20231215,3,7,Average experience
FDB-00450,CASE-01204,CON-03453,DLR-01,VHL-011,20230918,4,8,Satisfied but communication could improve
FDB-00451,CASE-01205,CON-03597,DLR-03,VHL-002,20231206,4,9,Good overall service
FDB-00452,CASE-01211,CON-05627,DLR-08,VHL-036,20230905,5,9,Quick resolution and good communication
FDB-00453,CASE-01213,CON-03227,DLR-07,VHL-039,20240615,4,9,Satisfied but communication could improve
FDB-00454,CASE-01215,CON-01731,DLR-04,VHL-003,20230409,4,8,Satisfied but communication could improve
FDB-00455,CASE-01218,CON-00447,DLR-07,VHL-028,20241129,4,7,Good overall service
FDB-00456,CASE-01223,CON-00689,DLR-04,VHL-012,20240620,4,7,Issue solved with minor delays
FDB-00457,CASE-01224,CON-04662,DLR-04,VHL-034,20240516,4,7,Good overall service
FDB-00458,CASE-01225,CON-02768,DLR-09,VHL-006,20230312,4,9,Good overall service
FDB-00459,CASE-01228,CON-05556,DLR-07,VHL-012,20230130,4,8,Satisfied but communication could improve
FDB-00460,CASE-01230,CON-05201,DLR-10,VHL-027,20240824,2,5,Resolution took too long
FDB-00461,CASE-01232,CON-05173,DLR-10,VHL-006,20240426,5,10,Excellent support from the service team
FDB-00462,CASE-01242,CON-02644,DLR-08,VHL-013,20230621,4,8,Good overall service
FDB-00463,CASE-01243,CON-03780,DLR-04,VHL-012,20240313,3,5,Service was acceptable
FDB-00464,CASE-01246,CON-00327,DLR-05,VHL-026,20240611,3,6,Problem solved but took longer than expected
FDB-00465,CASE-01251,CON-02395,DLR-03,VHL-039,20240524,4,7,Good overall service
FDB-00466,CASE-01252,CON-04234,DLR-06,VHL-033,20230109,3,5,Problem solved but took longer than expected
FDB-00467,CASE-01254,CON-01842,DLR-02,VHL-022,20240505,4,8,Good overall service
FDB-00468,CASE-01255,CON-00100,DLR-10,VHL-041,20231231,5,9,Excellent support from the service team
FDB-00469,CASE-01258,CON-01454,DLR-12,VHL-030,20230630,4,8,Satisfied but communication could improve
FDB-00470,CASE-01260,CON-01610,DLR-11,VHL-005,20230205,4,7,Issue solved with minor delays
FDB-00471,CASE-01261,CON-00914,DLR-10,VHL-028,20240215,4,9,Good overall service
FDB-00472,CASE-01264,CON-04175,DLR-01,VHL-021,20230515,3,7,Problem solved but took longer than expected
FDB-00473,CASE-01269,CON-03311,DLR-07,VHL-001,20231013,3,5,Problem solved but took longer than expected
FDB-00474,CASE-01272,CON-05402,DLR-08,VHL-003,20240608,5,9,Excellent support from the service team
FDB-00475,CASE-01278,CON-00494,DLR-01,VHL-034,20231225,4,7,Issue solved with minor delays
FDB-00476,CASE-01281,CON-05329,DLR-08,VHL-010,20230717,4,7,Issue solved with minor delays
FDB-00477,CASE-01285,CON-02683,DLR-06,VHL-005,20230330,4,7,Good overall service
FDB-00478,CASE-01286,CON-01125,DLR-06,VHL-002,20241030,4,8,Issue solved with minor delays
FDB-00479,CASE-01297,CON-01102,DLR-09,VHL-029,20240919,5,10,Very smooth service experience
FDB-00480,CASE-01301,CON-05417,DLR-07,VHL-024,20230403,5,9,Very smooth service experience
FDB-00481,CASE-01307,CON-03257,DLR-09,VHL-012,20230225,4,8,Good overall service
FDB-00482,CASE-01308,CON-04347,DLR-03,VHL-037,20240312,4,8,Good overall service
FDB-00483,CASE-01314,CON-04800,DLR-07,VHL-008,20230411,3,6,Average experience
FDB-00484,CASE-01315,CON-04903,DLR-02,VHL-041,20230810,4,8,Satisfied but communication could improve
FDB-00485,CASE-01317,CON-02385,DLR-12,VHL-032,20241004,4,8,Satisfied but communication could improve
FDB-00486,CASE-01320,CON-04055,DLR-04,VHL-038,20240806,4,9,Satisfied but communication could improve
FDB-00487,CASE-01321,CON-04970,DLR-10,VHL-025,20240209,4,7,Satisfied but communication could improve
FDB-00488,CASE-01322,CON-00778,DLR-02,VHL-037,20240416,3,6,Problem solved but took longer than expected
FDB-00489,CASE-01323,CON-05301,DLR-01,VHL-023,20240607,5,10,Quick resolution and good communication
FDB-00490,CASE-01326,CON-05201,DLR-08,VHL-045,20230205,5,10,Very smooth service experience
